x,y
0.99953022425,-6.663060292e-05
0.99952494502,-6.7379158228e-05
0.99951964458,-6.8130714776e-05
0.99951432287,-6.8885284576e-05
0.99950897977,-6.9642879691e-05
0.99950361522,-7.0403512228e-05
0.99949822913,-7.1167194345e-05
0.9994928214,-7.1933938247e-05
0.99948739196,-7.270375619e-05
0.99948194071,-7.3476660477e-05
0.99947646757,-7.4252663459e-05
0.99947097245,-7.5031777539e-05
0.99946545526,-7.5814015167e-05
0.99945991591,-7.6599388846e-05
0.99945435432,-7.7387911124e-05
0.99944877039,-7.8179594603e-05
0.99944316403,-7.8974451934e-05
0.99943753516,-7.9772495818e-05
0.99943188369,-8.0573739007e-05
0.99942620951,-8.1378194305e-05
0.99942051255,-8.2185874564e-05
0.99941479271,-8.2996792691e-05
0.9994090499,-8.3810961642e-05
0.99940328402,-8.4628394424e-05
0.99939749499,-8.54491041e-05
0.99939168271,-8.6273103779e-05
0.99938584709,-8.7100406628e-05
0.99937998803,-8.7931025863e-05
0.99937410544,-8.8764974754e-05
0.99936819923,-8.9602266623e-05
0.99936226929,-9.0442914847e-05
0.99935631554,-9.1286932853e-05
0.99935033789,-9.2134334125e-05
0.99934433622,-9.2985132198e-05
0.99933831045,-9.3839340664e-05
0.99933226048,-9.4696973166e-05
0.99932618621,-9.5558043404e-05
0.99932008755,-9.642256513e-05
0.9993139644,-9.7290552153e-05
0.99930781665,-9.8162018336e-05
0.99930164422,-9.9036977597e-05
0.999295447,-9.991544391e-05
0.99928922489,-0.00010079743131
0.99928297779,-0.00010168295387
0.9992767056,-0.00010257202574
0.99927040822,-0.00010346466112
0.99926408555,-0.00010436087426
0.99925773749,-0.00010526067947
0.99925136393,-0.00010616409113
0.99924496478,-0.00010707112365
0.99923853993,-0.00010798179152
0.99923208928,-0.00010889610928
0.99922561272,-0.00010981409153
0.99921911014,-0.00011073575293
0.99921258146,-0.00011166110818
0.99920602655,-0.00011259017208
0.99919944532,-0.00011352295944
0.99919283766,-0.00011445948516
0.99918620347,-0.00011539976419
0.99917954263,-0.00011634381154
0.99917285504,-0.00011729164228
0.99916614059,-0.00011824327154
0.99915939917,-0.00011919871452
0.99915263068,-0.00012015798646
0.99914583501,-0.00012112110267
0.99913901205,-0.00012208807854
0.99913216168,-0.00012305892948
0.99912528381,-0.000124033671
0.99911837831,-0.00012501231866
0.99911144508,-0.00012599488807
0.99910448401,-0.00012698139492
0.99909749497,-0.00012797185494
0.99909047787,-0.00012896628395
0.99908343259,-0.00012996469781
0.99907635902,-0.00013096711247
0.99906925704,-0.0001319735439
0.99906212653,-0.00013298400818
0.99905496739,-0.00013399852142
0.9990477795,-0.00013501709981
0.99904056274,-0.00013603975961
0.99903331699,-0.00013706651713
0.99902604215,-0.00013809738876
0.99901873809,-0.00013913239094
0.9990114047,-0.00014017154017
0.99900404185,-0.00014121485305
0.99899664944,-0.00014226234622
0.99898922734,-0.00014331403638
0.99898177543,-0.00014436994031
0.99897429359,-0.00014543007486
0.99896678171,-0.00014649445693
0.99895923966,-0.0001475631035
0.99895166731,-0.00014863603163
0.99894406456,-0.00014971325841
0.99893643128,-0.00015079480104
0.99892876733,-0.00015188067676
0.99892107261,-0.00015297090288
0.99891334699,-0.00015406549681
0.99890559034,-0.00015516447599
0.99889780254,-0.00015626785794
0.99888998346,-0.00015737566027
0.99888213298,-0.00015848790064
0.99887425098,-0.00015960459678
0.99886633731,-0.0001607257665
0.99885839187,-0.00016185142768
0.99885041452,-0.00016298159826
0.99884240513,-0.00016411629627
0.99883436357,-0.00016525553978
0.99882628972,-0.00016639934698
0.99881818344,-0.00016754773609
0.99881004461,-0.00016870072542
0.99880187309,-0.00016985833334
0.99879366875,-0.00017102057832
0.99878543147,-0.00017218747888
0.9987771611,-0.00017335905361
0.99876885752,-0.0001745353212
0.99876052059,-0.00017571630039
0.99875215018,-0.00017690201001
0.99874374615,-0.00017809246895
0.99873530837,-0.00017928769618
0.99872683671,-0.00018048771075
0.99871833102,-0.00018169253179
0.99870979118,-0.0001829021785
0.99870121703,-0.00018411667015
0.99869260846,-0.00018533602609
0.99868396531,-0.00018656026576
0.99867528745,-0.00018778940866
0.99866657473,-0.00018902347437
